matrix,Version,Initialization,FeatureExtraction,Inference,Format
circuit_2,tuned,0.00167633,0.000261432,6.11e-07,1
circuit_3,baseline,0.00279974,0.000811317,2.034e-06,0
circuit_3,tuned,0.00168482,0.000775959,6.81e-07,0
circuit_4,baseline,0.0029187,0.00434636,2.806e-06,1
circuit_4,tuned,0.00171301,0.00417732,6.51e-07,1
circuit5M,baseline,0.00313614,0.220621,1.1091e-05,1
circuit5M,tuned,0.00201948,0.222456,2.375e-06,0
cit-HepPh,baseline,0.00299906,0.00098981,2.655e-06,5
cit-HepPh,tuned,0.00176916,0.000913513,5.5e-07,0
cit-HepTh,baseline,0.00356438,0.000809246,2.355e-06,1
cit-HepTh,tuned,0.00216811,0.000770261,3.51e-07,1
cit-Patents,baseline,0.0021027,0.0295404,6.192e-06,5
cit-Patents,tuned,0.00131894,0.02873,1.643e-06,1
ck656,baseline,0.00174794,9.1286e-05,2.124e-06,1
ck656,tuned,0.00108191,7.8302e-05,4.21e-07,1
CO,baseline,0.0495612,0.0317204,4.328e-06,1
CO,tuned,0.0052797,0.0311558,1.323e-06,1
collins_15NN,baseline,0.00653813,0.000245696,2.004e-06,1
collins_15NN,tuned,0.00320566,0.000233432,4.41e-07,1
com-Youtube,baseline,0.00205681,0.00812151,2.725e-06,0
com-Youtube,tuned,0.00130866,0.00772057,8.82e-07,0
cont-201,baseline,0.0266089,0.00208458,2.254e-06,1
cont-201,tuned,0.0313215,0.00168997,3.9e-07,1
crashbasis,baseline,0.0152339,0.00801071,2.304e-06,1
crashbasis,tuned,0.0146917,0.00782916,4.31e-07,1
crplat2,baseline,0.0020403,0.00424658,2.465e-06,1
crplat2,tuned,0.00114289,0.00423631,4.21e-07,1
crystm01,baseline,0.00197879,0.000742797,1.494e-06,1
crystm01,tuned,0.00147947,0.000726206,3.91e-07,1
Cube_Coup_dt0,baseline,0.00205784,0.35344,1.0029e-05,1
Cube_Coup_dt0,tuned,0.00131888,0.355834,1.433e-06,1
cvxbqp1,baseline,0.00189451,0.00134383,2.124e-06,1
cvxbqp1,tuned,0.00116998,0.00136814,3.6e-07,1
cz10228,baseline,0.00180183,0.000787544,1.543e-06,1
cz10228,tuned,0.00108112,0.000762385,4.2e-07,1
cz1268,baseline,0.00456424,0.000229774,3.677e-06,1
cz1268,tuned,0.0026052,0.000209003,4.81e-07,1
darcy003,baseline,0.00362647,0.0161047,3.768e-06,1
darcy003,tuned,0.00274786,0.0162815,8.11e-07,1
data,baseline,0.00380638,0.000468745,2.384e-06,1
data,tuned,0.00279997,0.000452845,4.81e-07,1
dc3,baseline,0.00312779,0.00733962,3.366e-06,0
dc3,tuned,0.00180239,0.00688115,8.12e-07,0
delaunay_n13,baseline,0.00292634,0.000556916,2.425e-06,1
delaunay_n13,tuned,0.00181999,0.000550413,7.81e-07,1
Dubcova3,baseline,0.342963,0.0164987,3.938e-06,1
Dubcova3,tuned,0.00356859,0.016606,5.81e-07,1
dwt_245,baseline,0.00445025,0.000105324,2.596e-06,1
dwt_245,tuned,0.00791894,9.3701e-05,5.21e-07,1
dwt_2680,baseline,0.00391613,0.000442916,2.535e-06,1
dwt_2680,tuned,0.00307645,0.000434559,8.32e-07,1
