matrix,Version,Initialization,FeatureExtraction,Inference,Format
G32,tuned,0.441768,0.000179862,2.778e-05,0
G37,baseline,0.441599,0.000553205,5.321e-05,3
G37,tuned,0.441247,0.000530885,4.978e-05,3
G39,baseline,0.436606,0.000548775,5.0541e-05,3
G39,tuned,0.43712,0.000536955,4.763e-05,3
G40,baseline,0.450567,0.000552014,5.0371e-05,3
G40,tuned,0.445082,0.000533815,4.889e-05,3
G51,baseline,0.443055,0.000302562,5.1511e-05,3
G51,tuned,0.444348,0.000280273,4.78e-05,3
G52,baseline,0.444551,0.000286433,4.942e-05,3
G52,tuned,0.447012,0.000282003,4.796e-05,3
G6,baseline,0.440043,0.000867967,5.0401e-05,1
G6,tuned,0.442421,0.000862958,5.153e-05,1
G65,baseline,0.441311,0.000665346,2.57e-05,0
G65,tuned,0.441742,0.000629286,2.92e-05,0
g7jac010,baseline,0.443577,0.000428273,4.5211e-05,3
g7jac010,tuned,0.446204,0.000468754,4.7171e-05,3
g7jac040,baseline,0.442007,0.00244837,5.3021e-05,3
g7jac040,tuned,0.441581,0.00244148,5.5771e-05,3
g7jac060sc,baseline,0.440605,0.0044149,6.3581e-05,3
g7jac060sc,tuned,0.457392,0.00441952,5.543e-05,3
g7jac080sc,baseline,0.439643,0.00638233,5.8691e-05,3
g7jac080sc,tuned,0.441053,0.00637475,5.962e-05,3
g7jac200,baseline,0.441568,0.0179497,0.000104801,3
g7jac200,tuned,0.44319,0.0180824,0.000114691,3
g7jac200sc,baseline,0.439984,0.018055,0.000103171,3
g7jac200sc,tuned,0.440548,0.0181069,0.000106261,3
G9,baseline,0.452848,0.000868307,5.0891e-05,1
G9,tuned,0.454452,0.000855117,5.2191e-05,1
Ga10As10H30,baseline,0.437296,0.133968,9.3451e-05,3
Ga10As10H30,tuned,0.436184,0.133343,8.9051e-05,3
Ga19As19H42,baseline,0.443301,0.198038,9.1221e-05,3
Ga19As19H42,tuned,0.447685,0.197701,9.0491e-05,3
garon2,baseline,0.448768,0.00803049,4.37e-05,1
garon2,tuned,0.452631,0.00810674,4.511e-05,1
GD00_c,baseline,0.447548,6.786e-05,2.887e-05,0
GD00_c,tuned,0.447621,6.492e-05,2.7051e-05,0
GD01_a,baseline,0.448793,5.3201e-05,2.772e-05,0
GD01_a,tuned,0.448532,4.859e-05,2.6971e-05,0
GD95_c,baseline,0.447985,3.663e-05,2.9471e-05,0
GD95_c,tuned,0.444613,3.231e-05,2.734e-05,0
GD96_b,baseline,0.451144,3.861e-05,2.9951e-05,0
GD96_b,tuned,0.454943,3.408e-05,2.878e-05,0
GD97_a,baseline,1.13806,3.961e-05,3.898e-05,0
GD97_a,tuned,0.447298,3.46e-05,2.942e-05,0
geom,baseline,0.449445,0.000723282,2.9951e-05,0
geom,tuned,0.450164,0.000706123,3.174e-05,0
goddardRocketProblem_1,baseline,0.437998,0.000209661,5.596e-05,1
goddardRocketProblem_1,tuned,0.438537,0.00020566,5.9161e-05,1
Goodwin_017,baseline,0.454767,0.00200228,3.638e-05,1
Goodwin_017,tuned,0.455448,0.00199472,3.862e-05,1
Goodwin_030,baseline,0.447394,0.00630694,4.213e-05,1
Goodwin_030,tuned,0.449535,0.00631436,4.2401e-05,1
Goodwin_054,baseline,0.440649,0.0208379,6.6151e-05,1
Goodwin_054,tuned,0.444151,0.0208324,6.5441e-05,1
gre_343,baseline,0.444405,6.35e-05,3.1141e-05,0
gre_343,tuned,0.446689,6.0571e-05,3.311e-05,0
hangGlider_5,baseline,0.445765,0.00320068,3.8171e-05,1
hangGlider_5,tuned,0.448291,0.00319533,3.7081e-05,1
Hardesty1,baseline,0.439941,0.22795,0.000113641,1
Hardesty1,tuned,0.444992,0.227606,0.000112641,1
Harvard500,baseline,0.449094,9.9751e-05,3.3511e-05,0
Harvard500,tuned,0.452091,9.5931e-05,3.224e-05,0
heart2,baseline,0.446279,0.0159365,5.3801e-05,1
heart2,tuned,0.445842,0.0159223,5.5801e-05,1
helm3d01,baseline,0.450422,0.00917468,7.5551e-05,3
helm3d01,tuned,0.452908,0.00918617,7.921e-05,3
hood,baseline,0.443205,0.234471,7.1132e-05,1
hood,tuned,0.443731,0.234288,7.1311e-05,1
hugetrace-00010,baseline,0.44325,1.29589,6.0201e-05,0
hugetrace-00010,tuned,0.444438,1.29498,6.1881e-05,0
hugetric-00000,baseline,0.448855,0.614029,5.9771e-05,0
hugetric-00000,tuned,0.455316,0.614907,6.0391e-05,0
human_gene2,baseline,0.451403,0.433669,0.000116451,1
human_gene2,tuned,0.447362,0.433766,0.000106071,1
hvdc2,baseline,0.446075,0.0254568,0.000104492,1
hvdc2,tuned,0.449006,0.0254176,0.000103142,1
hydr1,baseline,0.439161,0.000610149,2.8561e-05,0
hydr1,tuned,0.44224,0.00062117,4.2931e-05,0
id2010,baseline,0.44729,0.0150338,4.8211e-05,0
id2010,tuned,0.453948,0.0150587,4.77e-05,0
Ill_Stokes,baseline,0.44912,0.0040619,7.9021e-05,3
Ill_Stokes,tuned,0.442453,0.00409208,5.7191e-05,3
impcol_b,baseline,0.446277,3.666e-05,3.3141e-05,0
impcol_b,tuned,0.445776,3.2611e-05,3.136e-05,0
impcol_d,baseline,0.444728,6.4101e-05,4.4411e-05,0
impcol_d,tuned,0.446026,5.9971e-05,2.7381e-05,0
indianpines_10NN,baseline,0.4502,0.00257793,5.3431e-05,3
indianpines_10NN,tuned,0.451709,0.00257255,5.1891e-05,3
indochina-2004,baseline,0.444314,4.25817,0.000140603,3
indochina-2004,tuned,0.44569,4.25984,0.000144803,3
jagmesh1,baseline,0.446309,0.000153772,5.5631e-05,1
jagmesh1,tuned,0.448228,0.000151302,4.1561e-05,1
