matrix,Version,Initialization,FeatureExtraction,Inference,Format
dwt_66,baseline,0.0052698,3.7331e-05,9.5e-07,0
dwt_66,tuned,0.00364047,3.369e-05,7.2e-07,0
dwt_758,baseline,0.00517492,0.000140812,1.15e-06,1
dwt_758,tuned,0.00344305,0.000136161,9.2e-07,1
dynamicSoaringProblem_2,baseline,0.00531565,0.000334844,1.4e-06,1
dynamicSoaringProblem_2,tuned,0.00355169,0.000331993,1.16e-06,1
epb1,baseline,0.00534152,0.00176917,1.07e-06,1
epb1,tuned,0.00354364,0.00170881,8.8e-07,1
Erdos991,baseline,0.00522305,9.8171e-05,1.14e-06,1
Erdos991,tuned,0.00344828,9.6961e-05,9.3e-07,1
EX1,baseline,0.00531081,0.000202732,1.37e-06,1
EX1,tuned,0.00357086,0.000201002,1.06e-06,1
ex24,baseline,0.00536635,0.00101104,1e-06,1
ex24,tuned,0.00353588,0.00096673,8.7e-07,1
ex27,baseline,0.00558722,0.000870839,1.08e-06,1
ex27,tuned,0.00352423,0.000868188,9.2e-07,1
ex29,baseline,0.00548709,0.000447725,1.4e-06,2
ex29,tuned,0.0035505,0.000445744,1.11e-06,2
ex3,baseline,0.00553678,0.00105662,1.07e-06,1
ex3,tuned,0.00371207,0.00106117,9e-07,1
ex36,baseline,0.00542422,0.00111955,1.08e-06,1
ex36,tuned,0.00364865,0.00104864,8.3e-07,1
ex3sta1,baseline,0.00542658,0.0145802,1.06e-06,1
ex3sta1,tuned,0.0036122,0.0145048,1e-06,1
FA,baseline,0.00543024,0.00173876,1.34e-06,5
FA,tuned,0.00367663,0.00171823,1.03e-06,5
Fashion_MNIST_norm_10NN,baseline,0.00544782,0.0033313,1.56e-06,5
Fashion_MNIST_norm_10NN,tuned,0.00362734,0.00332528,1.19e-06,5
Fault_639,baseline,0.00659299,0.601708,3e-06,5
Fault_639,tuned,0.00388678,0.604179,2.91e-06,5
fd15,baseline,0.00540714,0.000895479,9.5e-07,0
fd15,tuned,0.0036217,0.000885499,7.8e-07,0
fd18,baseline,0.00516421,0.00128607,9.3e-07,0
fd18,tuned,0.00341755,0.00125142,7.6e-07,0
FEM_3D_thermal1,baseline,0.00565184,0.00849914,1.16e-06,1
FEM_3D_thermal1,tuned,0.00374279,0.00840657,9.4e-07,1
fe_sphere,baseline,0.00683929,0.00185248,1.12e-06,1
fe_sphere,tuned,0.0041214,0.00181927,8.9e-07,1
filter3D,baseline,0.00603516,0.0547875,2.99e-06,1
filter3D,tuned,0.00376821,0.0546029,2.81e-06,1
fl2010,baseline,0.00637152,0.0492375,1.46e-06,0
fl2010,tuned,0.00392849,0.0487568,1.31e-06,0
Flan_1565,baseline,0.00655448,2.62671,2.03e-06,1
Flan_1565,tuned,0.00372718,2.62464,1.73e-06,1
fpga_dcop_13,baseline,0.00541022,0.000159002,9.8e-07,0
fpga_dcop_13,tuned,0.00365501,0.000160922,7.7e-07,0
fpga_dcop_17,baseline,0.00540259,0.000159891,9.8e-07,0
fpga_dcop_17,tuned,0.00365135,0.000161761,7.6e-07,0
fpga_dcop_21,baseline,0.00528736,0.000164801,1.04e-06,0
fpga_dcop_21,tuned,0.00352782,0.000159691,7.5e-07,0
fpga_dcop_25,baseline,0.00530111,0.000160381,9.7e-07,0
fpga_dcop_25,tuned,0.00358401,0.000158442,7.7e-07,0
fpga_dcop_29,baseline,0.00534985,0.000162752,9.4e-07,0
fpga_dcop_29,tuned,0.00364875,0.000158812,7.6e-07,0
fpga_dcop_38,baseline,0.00516503,0.000159042,9.5e-07,0
fpga_dcop_38,tuned,0.00341115,0.000159272,7.5e-07,0
fpga_dcop_43,baseline,0.0052464,0.000158352,1.01e-06,0
fpga_dcop_43,tuned,0.00352289,0.000158412,7.3e-07,0
fpga_dcop_47,baseline,0.00539127,0.000158381,9.6e-07,0
fpga_dcop_47,tuned,0.0035968,0.000158681,7.5e-07,0
fpga_dcop_49,baseline,0.00546686,0.000179942,1.04e-06,0
fpga_dcop_49,tuned,0.00371457,0.000159601,7.3e-07,0
freeFlyingRobot_12,baseline,0.00537369,0.000841867,1.47e-06,1
freeFlyingRobot_12,tuned,0.00363607,0.000829407,1.24e-06,1
freeFlyingRobot_16,baseline,0.00542401,0.000873807,1.51e-06,1
freeFlyingRobot_16,tuned,0.00368197,0.000881858,1.18e-06,1
freeFlyingRobot_7,baseline,0.00543284,0.000640346,1.16e-06,1
freeFlyingRobot_7,tuned,0.00369473,0.000631306,8.8e-07,1
fs_541_2,baseline,0.00531095,0.000114421,1.54e-06,1
fs_541_2,tuned,0.00362519,0.000111391,1.17e-06,1
fs_680_3,baseline,0.005517,8.0691e-05,1.07e-06,0
fs_680_3,tuned,0.00366769,7.7541e-05,7.2e-07,0
fs_760_1,baseline,0.00545108,0.000144301,1.66e-06,1
fs_760_1,tuned,0.00376312,0.000139001,1.1e-06,1
fullb,baseline,0.0054541,0.260385,1.78e-06,1
fullb,tuned,0.00390431,0.2631,2.08e-06,1
fv2,baseline,0.00549929,0.00155381,1.35e-06,2
fv2,tuned,0.00374623,0.00154243,1.19e-06,2
G11,baseline,0.00521317,9.0321e-05,9.8e-07,0
G11,tuned,0.00359099,8.8601e-05,8.2e-07,0
G17,baseline,0.00544909,0.000227082,1.65e-06,5
G17,tuned,0.00370164,0.000224202,1.24e-06,5
G19,baseline,0.00536629,0.000229692,1.58e-06,5
G19,tuned,0.00361819,0.000228992,1.12e-06,5
G20,baseline,0.00549705,0.000232032,1.57e-06,5
G20,tuned,0.00369452,0.000229392,1.21e-06,5
G21,baseline,0.00673256,0.000231352,1.48e-06,5
G21,tuned,0.00402783,0.000228782,1.11e-06,5
G22,baseline,0.00551785,0.000844687,1.35e-06,5
G22,tuned,0.00342947,0.000844737,1.06e-06,5
G2_circuit,baseline,0.00608327,0.0136953,1.03e-06,0
G2_circuit,tuned,0.00367147,0.0135379,1.21e-06,0
G32,baseline,0.00534806,0.000178991,9.6e-07,0
G32,tuned,0.00349581,0.000173472,8.1e-07,0
G37,baseline,0.00527353,0.000535704,1.39e-06,5
G37,tuned,0.00342372,0.000533205,1.05e-06,5
G39,baseline,0.00530825,0.000531164,1.45e-06,5
G39,tuned,0.00355399,0.000527655,1.08e-06,5
G40,baseline,0.00517848,0.000532375,1.38e-06,5
G40,tuned,0.00342305,0.000548165,1.04e-06,5
G51,baseline,0.00512349,0.000280332,1.44e-06,5
